date,percentile_rank,z_score,mc_mean,mc_std,actual,actual_vs_mean_pct
2024-06-10,69.5,0.5015362982808135,201.1117929358737,12.258746941477757,207.26,3.0571091701652175
2024-06-11,77.4,0.7365404135011062,155.56597756101718,11.016397136815398,163.68,5.21580783034663
2024-06-12,76.10000000000001,0.7268413368890452,193.3038785056005,12.060569924487304,202.07,4.534891675308783
2024-06-13,74.0,0.6390742018467772,200.52054957585855,12.360770881127173,208.42,3.93947176030105
2024-06-14,77.0,0.717699080227799,192.63637624319225,12.113186819675615,201.33,4.512970980014996
2024-06-15,81.9,0.9188513950311961,200.753555479012,11.97848059180769,211.76,5.482565175359344
2024-06-16,73.9,0.6453041947739342,175.09943047304105,11.096423887595005,182.26,4.089430506777925
2024-06-17,70.9,0.6097338351629441,109.98917610126216,9.612101134977632,115.85,5.3285460501513615
2024-06-18,63.5,0.2954629788086354,76.97649734995305,8.913138171160286,79.61,3.421177555110666
2024-06-19,68.4,0.48005457504964316,177.0197275154824,11.790892741471517,182.68,3.19753767784019
2024-06-20,77.30000000000001,0.7536738820227235,169.1814426041302,10.931195625467488,177.42,4.869657847254127
2024-06-21,61.5,0.3144377090710458,67.6953502109985,8.47433179193443,70.36,3.936237541716081
2024-06-22,77.9,0.7637417265366098,160.1160546407073,11.069114468693023,168.57,5.279886129009959
2024-06-23,74.8,0.6762413491865295,198.89762270098865,12.439902754969804,207.31,4.229501179940209
2024-06-24,76.9,0.7604122348727346,188.8210893459081,11.544935090568261,197.6,4.649327405377646
2024-06-25,78.5,0.8190133751091533,199.2805169440754,12.294649321898092,209.35,5.052918975892862
2024-06-26,77.10000000000001,0.7106389992422916,198.24785958983173,12.287729365880248,206.98,4.404658102354686
2024-06-27,62.300000000000004,0.3135700399603106,189.0558459432753,11.940406499385523,192.8,1.98044870712335
2024-06-28,65.7,0.4102162106388335,179.87493028625775,11.981655468641154,184.79,2.73249290822255
2024-06-29,79.0,0.7882705347142195,150.85945597112632,10.301721151542425,158.98,5.382853846714064
2024-06-30,74.7,0.6434403760525659,172.9745432873391,11.16724460672253,180.16,4.15405444992254
2024-07-01,72.0,0.5444660184858825,109.87732705903282,9.775949675065304,115.2,4.844195871371637
2024-07-02,69.9,0.49564640644236424,92.30711340004623,9.185754290012769,96.86,4.932324749688788
2024-07-03,69.4,0.46367985499844055,85.16355526417796,9.028738745090104,89.35,4.915770276188747
2024-07-04,78.80000000000001,0.7956859263958725,152.08807835392898,11.024350889449906,160.86,5.767658938827291
2024-07-05,79.80000000000001,0.861486579452422,203.7043499306749,12.868046319287718,214.79,5.442029133446469
2024-07-06,39.300000000000004,-0.2898454044747003,188.8659676458795,11.578473573235591,185.51,-1.776904377061661
2024-07-07,67.0,0.39812134759455514,63.70821331060471,8.544596545318395,67.11,5.3396359945147465
2024-07-08,78.9,0.809799339243655,96.7560021032298,9.414674373643717,104.38,7.879612355868204
2024-07-09,53.5,0.04648990571530766,41.89524241730115,8.276152216033834,42.28,0.9183801322031782
2024-07-10,68.2,0.4442056437899042,74.14718004566787,8.988673525307512,78.14,5.384992324553584
2024-07-11,78.60000000000001,0.7883924666850811,105.9586038808061,9.235749501028586,113.24,6.871925310930682
2024-07-12,84.30000000000001,1.0266949014549636,132.32135910785428,9.904246968637432,142.49,7.684806867693483
2024-07-13,69.9,0.5175416436820421,81.65233734472876,9.076877571258114,86.35,5.753249457438225
2024-07-14,86.5,1.0979765355619853,152.07974334765655,10.574229210120922,163.69,7.634321571546998
2024-07-15,87.10000000000001,1.1446407992892027,199.62198402604443,12.133076890094186,213.51,6.957157570452566
2024-07-16,83.5,0.9595555531096225,133.26585898906953,9.977681876102013,142.84,7.184241398028091
2024-07-17,83.30000000000001,0.9785247775205204,143.93657872426573,10.601080867358986,154.31,7.206938894668524
2024-07-18,81.80000000000001,0.9002391233138032,136.02818786817295,10.188194440857275,145.2,6.742582015953635
2024-07-19,83.7,0.9979440988349173,139.01249178894682,10.709524937906396,149.7,7.688163900607781
2024-07-20,88.80000000000001,1.201319098994914,212.7891842096334,12.461980003125618,227.76,7.035515383910584
2024-07-21,89.9,1.2247578901734826,207.85347286918451,12.636396164686406,223.33,7.445883350987281
2024-07-22,87.2,1.1318777673853326,234.82858804623532,13.739479005591805,250.38,6.622452608156371
2024-07-23,88.0,1.1805555184772798,206.5444698517582,12.422566103966355,221.21,7.100422566998565
2024-07-24,58.7,0.1968861043110333,60.319902888830605,8.838089007715617,62.06,2.8847810222380366
2024-07-25,90.10000000000001,1.2119293204736519,233.3699924769124,13.507393570410938,249.74,7.01461543934665
2024-07-26,87.10000000000001,1.1578490508079589,231.49902035512838,13.551834305234557,247.19,6.777989652310867
2024-07-27,64.8,0.3639869037809106,68.51554250151106,8.968611509349692,71.78,4.764550318516325
2024-07-28,89.5,1.2539510792489723,159.12569950728158,10.721550035922863,172.57,8.448855549007783
2024-07-29,88.2,1.192952825578484,157.84360699733864,10.751801357684682,170.67,8.126013619846905
2024-07-30,92.4,1.4037773478915505,212.37975811703365,12.737233939587936,230.26,8.418995313627441
2024-07-31,90.5,1.3152988849975495,251.86161889493513,14.208466229940438,270.55,7.420098857087387
2024-08-01,83.5,1.0137046455769552,238.3538982692586,13.994313608933558,252.54,5.95169696562543
2024-08-02,89.2,1.2399347600948645,203.06445675333438,12.497062349913744,218.56,7.6308495806768795
2024-08-03,88.10000000000001,1.171523348851449,262.5141377582445,14.473344544823256,279.47,6.459028220937424
2024-08-04,89.5,1.266778589065747,190.41919886120724,12.02325331630916,205.65,7.998563815980653
